id,subject,name,units,term,description
CSUS_ART 192B,Art,Senior Seminar in Art History,3 Units,Spring only,"Focuses on the research, writing, and oral presentation of a 25-35 page thesis in the student's area  of interest.  Seminar readings, discussions, and weekly workshops support the thesis project and develop basic career skills.  Explores how to employ traditional and new research technologies and develops writing skills.  Career topics include how to locate appropriate jobs, professional schools, and graduate programs; how to write professional resumes, correspondence, including graduate school and grant applications. "
CSUS_ART 192C,Art,Senior Seminar in Art Education,3 Units,Fall only,"Relates current art education theories to teaching practices in elementary and secondary classrooms, and museum/gallery settings. Teaching practices in a classroom or gallery/museum setting will connect to curriculum materials developed. "
CSUS_ART 193,Art,Art Gallery Management,3 Units, May be taken twice for credit. ,"Designed for direct participation of students in the management of an art gallery, including installation, publicity, and budgeting. "
CSUS_ART 194,Art,BFA Senior Project,3 Units,"Fall, Spring","Under the mentorship of a faculty advisor, students develop a body of work to be exhibited in the BFA exhibition. Emphasis placed on engagement with research, content, and the process to produce professional quality work in preparation for graduate study and/or careers in the arts. "
CSUS_ART 195,Art,Fieldwork,1 - 3 Units,"Fall, Spring","Directed observation and work experience with public agencies. Field work is offered for the purpose of giving students orientation in occupational specialties. Supervision is provided by both the instructional staff of the University and the cooperating agencies. Each student is required to maintain a record of activities and assignments, and to prepare periodic reports. The student must make arrangements with a faculty member for a work program prior to admittance to the course."
CSUS_ART 196,Art,Experimental Offerings in Art,1 Unit,"Fall, Spring","Undergraduate seminar in art, to be scheduled as needed."
CSUS_ART 196U,Art,Introduction to Curatorial Studies,3 Units,,"This course provides the foundation needed for professionally managing and displaying objects held in art collections. Through readings, small group discussions, field trips, guest lectures, and the directed experience of creating an exhibition of artworks from the Sacramento State Art Department collection, students learn the basics of curatorial studies and art collection management.  "
CSUS_ART 197,Art,Intermediate Electronic Art,3 Units, Proficiency in MAC-OS recommended.  May be taken for credit three times.  ,"Explores the creative potential of digital imaging and multimedia art making techniques.  Teaching methods will include hands on demonstrations, lab workshops, creative projects, reading assignments, seminars, discussion and critiques.  The development of technical fluency will be stressed, and the creative potential of digital media within the framework of contemporary art, design and culture will be emphasized.  Fee course. "
CSUS_ART 198,Art,Advanced Electronic Art,3 Units, Proficiency in MAC-OS recommended.  May be taken for credit three times.  ,"Utilizes the creative potential of electronic media to create art projects, working within the conceptual framework of developments in contemporary culture using a range of available software programs.  An experimental and exploratory approach to the digital medium in concept, process and execution of work is encouraged.  Fee course. "
CSUS_ART 199,Art,Special Problems,1 - 3 Units, Departmental petition required. ,Individual projects or directed reading. Open only to students who are competent to carry on individual work. 
CSUS_ART 206,Art,Art Theory and Criticism.,3 Units, Required for students in art graduate program; Graduate Writing Intensive (GWI) course. ,Seminar discussions of essential readings in Western aesthetic philosophy and contemporary art theory and criticism.  Stress is placed on the conceptualization of the student's own graduate production. 
CSUS_ART 212,Art,Contemporary Art,3 Units, to satisfy graduate level criteria.  ,"Beginning with international Pop art and Minimalism in the 1960s, surveys the history of contemporary art from the end of avant-garde modernism to the postmodernism and globalism of today.  Lectures, discussions, readings and assignments, offer insights into the contexts, attitudes and ideas behind current art and visual culture. "
CSUS_ART 219,Art,Directed Research in Art History,3 Units, May be repeated as often as approved by advisor and Department chair.  ,Open to classified and unclassified art graduate students only. 
CSUS_ART 220,Art,Advanced Problems in Painting and Drawing,3 Units, May be taken twice for credit.  ,Special problems in painting and drawing. 
CSUS_ART 222,Art,Studio Critique Seminar,3 Units," Required for students in the art studio graduate program, every semester until the final review has been passed. Only 6 units may be applied toward the degree program. Open only to classified graduate students. ",Critique seminar taught by one or more instructors representing different creative experiences. 
CSUS_ART 229,Art,Painting/Drawing Studio,3 Units, May be repeated as often as approved by advisor and Department chair; only 6 units may be applied toward the degree program.  ,Open to classified and unclassified art graduate students only. 
CSUS_ART 239,Art,Directed Research in Art Education,3 Units, May be repeated as often as approved by advisor and Department chair; only 6 units may be applied toward the degree program.  ,Open to classified and unclassified art graduate students only. 
CSUS_ART 249,Art,Graphics/Printmaking Studio,3 Units, May be repeated as often as approved by advisor and Department chair; only 6 units may be applied toward the degree program.  ,Open to classified and unclassified art graduate students only. 
CSUS_ART 259,Art,Ceramics Studio,3 Units, May be repeated as often as approved by advisor and Department chair; only 6 units may be applied toward the degree program.  ,Open to classified and unclassified art graduate students only. 
CSUS_ART 269,Art,Photography Studio,3 Units, May be repeated as often as approved by advisor and Department chair; only 6 units may be applied toward the degree program.  ,Open to classified and unclassified art graduate students only. 
CSUS_ART 279,Art,Crafts/Art Metal Studio,3 Units, May be repeated as often as approved by advisor and Department chair; only 6 units may be applied toward the degree program.  ,Open to classified and unclassified art graduate students only. 
CSUS_ART 283,Art,Graduate Sculpture,3 Units, may be taken twice for credit ,"Special problems in sculpture, mixed media, installation art, site specific art, performance art, public art or other. Students will engage in self-directed projects while participating in sculpture studio forum and critiques. "
CSUS_ART 289,Art,Sculpture Studio,3 Units, May be repeated as often as approved by advisor and Department chair; only 6 units may be applied toward the degree program.  ,Open to classified and unclassified graduate students only.  Fee course. 
CSUS_ART 297,Art,New,3 Units, May be repeated twice for credit. ,"Students will work on self-directed new media projects with the supervision of the instructor. The work will focus on projects that are either entirely based on digital image and/or animation, or on works that also utilize other media or processes combined with digital image or animation, such as intermedia, mixed media and installation work. This course also includes reading assignments, critique and discussion.  "
CSUS_ART 298,Art,New,3 Units, May be taken twice for credit. ,"Students will work on self-directed video and new media with the supervision of the instructor. The work will focus on projects that are either entirely based in new media and video, or on works that also utilize other media or processes combined with video and/or interactive processes, such as intermedia, mixed media and installation work. The course also includes reading assignments, critique and discussion. "
CSUS_ART 299,Art,Special Problems,1 - 3 Units, Only 6 units may be applied toward the degree program.  ,Individual projects or directed reading. 
CSUS_ART 305,Art,Art in the Public School,3 Units,"Fall, Spring",Art teaching methods and programs for public school grades K-12. Must be taken during Phase I or II of student teaching. 
CSUS_ART 500,Art,Culminating Experience,3 Units,"Fall, Spring",Culminating exhibition of student work. 
CSUS_ALS 21,Arts and Letters,First Year Seminar: Becoming an Educated Person,3 Units,"Fall, Spring","Introduction to the nature and possible meanings of higher education, and the functions and resources of the University.  Designed to help students develop and exercise fundamental academic success strategies and to improve their basic learning skills.  Exploring majors in Arts and Letters and the careers they can lead to for freshmen considering a major in one of these disciplines.  Provides students with the opportunity to interact with fellow students and the seminar leader and to build a community of academic and personal support."
CSUS_ALS 39A,Arts and Letters,Special Problems for EOP Students,1 - 3 Units,"Fall, Spring","Individually directed projects or tutorial instruction in a skill development area or in any subject matter to develop a specific academic skill (i.e., essay writing)."
CSUS_ALS 52A,Arts and Letters,Acad Strategies-ALS:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses.  Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 52B,Arts and Letters,Academic Strategies-ALS:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses.  Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 52C,Arts and Letters,Academic Strategies-ALS:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses.  Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 52D,Arts and Letters,Academic Strategies-ALS:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses.  Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 52E,Arts and Letters,Academic Strategies-ALS:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses.  Effective learning strategies for the academic course in which the student is concurrently enrolled.  
CSUS_ALS 52F,Arts and Letters,Academic Strategies-ALS:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses.  Effective learning strategies for the academic course in which the student is concurrently enrolled.  
CSUS_ALS 52G,Arts and Letters,Academic Strategies - ALS:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled.  
CSUS_ALS 52H,Arts and Letters,Academic Strategies - ALS:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled.  
CSUS_ALS 52J,Arts and Letters,Academic Strategies - ALS:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled.  
CSUS_ALS 52K,Arts and Letters,Academic Strategies - ALS:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled.  
CSUS_ALS 52L,Arts and Letters,Academic Strategies - ALS:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled.  
CSUS_ALS 52M,Arts and Letters,Academic Strategies - ALS:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled.  
CSUS_ALS 53A,Arts and Letters,Academic Strategies-CBA:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses.  Effective learning strategies for the academic course in which the student is concurrently enrolled.  
CSUS_ALS 53B,Arts and Letters,Academic Strategies-CBA:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses.  Effective learning strategies for the academic course in which the student is concurrently enrolled.  
CSUS_ALS 53C,Arts and Letters,Academic Strategies-CBA: Decision,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses.  Effective learning strategies for the academic course in which the student is concurrently enrolled.  
CSUS_ALS 54A,Arts and Letters,Academic Strategies-ECS: Computer,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 54B,Arts and Letters,Academic Strategies-ECS: Computer,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 55A,Arts and Letters,Academic Strategies-HHS: Criminal,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses.  Effective learning strategies for the academic course in which the student is currently enrolled. 
CSUS_ALS 56A,Arts and Letters,Academic Strategies-NSM:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses.  Effective learning strategies for the academic course in which the student is currently enrolled. 
CSUS_ALS 56B,Arts and Letters,Academic Strategies-NSM:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 56C,Arts and Letters,Academic Strategies-NSM:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 56D,Arts and Letters,Academic Strategies-NSM:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 56E,Arts and Letters,Academic Strategies-NSM:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 56F,Arts and Letters,Academic Strategies-NSM:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 56G,Arts and Letters,Academic Strategies-NSM:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 56H,Arts and Letters,Academic Strategies-NSM:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 56J,Arts and Letters,Academic Strategies-NSM: Environmental,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 56K,Arts and Letters,Academic Strategies-NSM:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 56L,Arts and Letters,Academic Strategies-NSM:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 56M,Arts and Letters,Academic Strategies-NSM:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 56N,Arts and Letters,Academic Strategies-NSM:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 56P,Arts and Letters,Academic Strategies-NSM:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 56Q,Arts and Letters,Academic Strategies - NSM:,1 Unit, May be repeated for credit.  ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 56R,Arts and Letters,Academic Strategies - NSM:,1 Unit, May be repeated for credit.  ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is currently enrolled. 
CSUS_ALS 56S,Arts and Letters,Academic Strategies - NSM:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled.  
CSUS_ALS 57A,Arts and Letters,Academic Strategies-SSIS:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 57B,Arts and Letters,Academic Strategies-SSIS:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 57C,Arts and Letters,Academic Strategies-SSIS:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 57D,Arts and Letters,Academic Strategies-SSIS:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 57E,Arts and Letters,Academic Strategies-SSIS:,1 Unit, May be repeated for credit.  ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 57F,Arts and Letters,Academic Strategies-SSIS:,1 Unit, May be repeated for credit; Instructor approval required. ,) in which the student is concurrently enrolled. 
CSUS_ALS 57G,Arts and Letters,Academic Strategies-SSIS:,1 Unit, May be repeated for credit  ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course which the student is concurrently enrolled. 
CSUS_ALS 57H,Arts and Letters,Academic Strategies - SSIS:,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses. Effective learning strategies for the academic course in which the student is concurrently enrolled.  
CSUS_ALS 70A,Arts and Letters,Strategies of Learning for EOP Students,1 Unit,"Fall, Spring","This course is designed to provide individual approaches to self knowledge, motivation, educational philosophy and skills necessary to give the student a firm foundation for a productive educational program during his/her college and post-college career.  The basic intent is to help the student perceive his/her position in the educational process, understand the necessity for succeeding, and learn how to succeed in college."
CSUS_ALS 79A,Arts and Letters,Developing Student Leadership EOP,1 - 3 Units,"Fall, Spring","The course is designed to provide students an opportunity to develop leadership skills that will serve them throughout their college career.  They will become familiar with the opportunities for leadership and growth at Sacarmento State.  Skills developed will include public speaking, team building, delegation, communication, and others."
CSUS_ALS 96,Arts and Letters,Academic Strategies: Experimental,1 Unit, May be repeated for credit. ,Study skills supplemental instruction for selected General Education courses or major courses. Effective learning strategies for the academic course in which the student is concurrently enrolled. 
CSUS_ALS 101,Arts and Letters,Texts Over Time,3 Units,"Fall, Spring","Drawing on selected texts from across at least two historical periods or cultural settings, students will refine their skills of textual appreciation and analysis with an eye toward enhanced understanding of the texts in their historical and cultural contexts."
CSUS_ALS 102,Arts and Letters,"Individual, Community, and Citizenship",3 Units,"Fall, Spring",This course examines the relationship between the individual and the community across at least two historical periods or cultural settings. Students will examine how perceptions of this relationship contribute to an understanding of belonging to or exclusion from political and social life.
CSUS_ALS 103,Arts and Letters,"Creativity, Meaning, and Criticism",3 Units,"Fall, Spring","This course examines the theoretical and practical bases that sustain the creative process, especially as it is engaged in the production and interpretation of meaning in the arts and literatures, as well as the foundation for their criticism."
CSUS_ALS 104,Arts and Letters,"Happiness, Well-Being and the Good Life",3 Units,"Fall, Spring","This course will examine the conditions and characteristics of living a good life, how happiness and well-being contribute to it, and its value as expressed in a range of human activities. Students will examine happiness, well-being and the good life in at least two historical periods or cultural settings."
CSUS_ALS 151,Arts and Letters,The Studio: Explorations in Arts and Letters,3 Units,"Fall, Spring","This course provides students with an opportunity to become informed and engaged participants in the cultural, artistic and literary dimensions of their communities. Students will explore the ways our experience of and appreciation for cultural products is informed by exposure to theory and practice in each of the Arts and Letters disciplines."
CSUS_ALS 195,Arts and Letters,Internship in Arts and Letters,1 - 3 Units,"Fall, Spring",Directed work experience in the internship program. Instructional staff and the cooperating agency provide supervision. 
CSUS_ALS 199,Arts and Letters,Special Problems,1 - 3 Units, Petition and faculty approval required; may be repeated for credit. ,Individual projects or directed study. 
CSUS_ASIA 96,Asian Studies,The Way of Chanoyu: An Interdisciplinary Approach to the Japanese Tea Gathering,3 Units,"Fall, Spring","This course traces the development of a multifaceted cultural practice integrating architecture, garden design, art, painting, and calligraphy into a carefully constructed hospitality ritual. Students explore multiple aspects of Japanese Chado via hands-on learning including aesthetic, economic, scientific, socio-political and cultural dimensions associated with tea. The course is taught in the Nakatani Tea Room, including weekly classroom lectures and discussions, demonstrations, on-line learning modules, a group project, and typically, a day field trip to San Francisco."
CSUS_ASIA 110,Asian Studies,Anthropology of Contemporary Asia,3 Units,,"This course examines contemporary Asia as an articulation of intersecting historical, cultural, political and economic processes. The course will focus on postcolonial developments and critically explore the manner in which process of globalization and neoliberal strategies embed themselves within, and the responses they elicit from societies across Asia. "
CSUS_ASIA 134,Asian Studies,History of Korea: Antiquity to Present,3 Units,Fall only,"This course traces the historical development of Korean culture from the period the Three Kingdoms to the present. In addition to the texts and records, other sources such as literature, religion, and art will be examined to gain an understanding of and appreciation for the longevity of Korea as a culture and a polity."
CSUS_ASIA 135,Asian Studies,Contemporary Korean Culture,3 Units,Spring only,"This course provides a comprehensive understanding of Korean culture and society through the analysis of contemporary Korean popular media. By critically examining the particular cultural phenomenon of the Korean Wave, this course upholds various Korean popular media (film drama, documentaries, and music) as significant forms of visual culture, which reflect as well as shape the reality of people's everyday lives both within and outside Korea."
CSUS_ASIA 136,Asian Studies,Korean Development and Behavior,3 Units,,"This course examines critical issues in Korean human development and behavior with particular attention given to current theoretical perspectives within a fast developing society. Topics include identity, cognitive development, mental health, tiger parenting, gender roles, socio-emotional development, body image, and transracial adoptions. This course integrates an interdisciplinary approach and includes indigenous discourse on Confucianism and Eastern and Western thought to understand the underlying processes of the Korean heritage person as an individual and as a member of a larger society."
CSUS_ASIA 140,Asian Studies,Modern East Asian Cinema.,3 Units,; only one may be counted for credit.,"Survey of the development of cinema in Asia, focusing primarily on cinematic masterpieces from China, Hong Kong, and Japan.  Focuses on directors, actors, and studios that left a lasting mark on cinema history.  Also focuses on how the Asian aesthetic sense differs from the Hollywood norm. "
CSUS_ASIA 151,Asian Studies,Genocide in Southeast Asia,3 Units,"Fall, Spring","Survey of human rights abuses and genocides that have occurred in post-colonial Southeast Asia. Focuses on mass killings in Indonesia and Cambodia and communal riots often targeting the ethnic Chinese community, religious minorities, or highland peoples like the Hmong. Topics include cultural genocide, ideological pressure, and ethnic intolerance. An interdisciplinary literature will interpret the causes and conditions while introducing students to the diverse societies and cultures of Southeast Asia."
CSUS_ASIA 195,Asian Studies,Internship: Asian Studies,1 - 3 Units,"Fall, Spring","Supervised work experience on topics related to the study of Asia's art, culture, economics, geography, environment, politics, and government and social issues."
CSUS_ASIA 198,Asian Studies,Asia in the World Today,3 Units,Spring only,"Senior seminar in recent scholarship and current issues concerning Asia in the world today.  A capstone course for Asian Studies majors, as well as graduate students interested in Asia. "
CSUS_ASIA 199,Asian Studies,Special Problems,1 - 3 Units,"Fall, Spring","Individual research projects, including directed readings, under the direction of an Asian Studies faculty person."
CSUS_ASTR 4A,Astronomy,Introduction to the Solar System,3 Units,Spring only,Description and explanations of astronomical phenomena and measurements related to the Solar System and exoplanets. Structure and evolution of planetary systems. Formation of solar systems and planets. Occasional observation periods. 
CSUS_ASTR 4B,Astronomy,"Introduction to Stars, Galaxies, and Cosmology",3 Units,"Fall, Spring","Description and explanations of astronomical phenomena related to stars, galaxies, and cosmology. Structure and evolution of stellar and galactic systems. Occasional observation periods. "
CSUS_ASTR 4C,Astronomy,Introduction to Astrobiology,3 Units,Fall only,Nature and history of scientific inquiry into life outside the Earth. Definitions of life. Habitability of planets and moons in our Solar System and of extrasolar planets. Likelihood of intelligent life outside Earth and rationale for the Search for Extra-Terrestrial Intelligence.  
CSUS_ASTR 6,Astronomy,Astronomical Observation Laboratory,1 Unit,"Fall, Spring, Summer","Study and use of various telescopes; field observation of planets, stars, meteors, asteroids, the moon and sun; laboratory activities relevant to astronomy. Lab three hours. "
CSUS_ASTR 131,Astronomy,The Solar System and Space Exploration.,3 Units, This course is approved as a Writing Intensive course.  ,"Planets and satellites, including their composition, structure, and atmospheres, with emphasis on modern techniques and observations. Solar surface phenomena and their influence on planets through the solar wind. Comets, meteorites, and their implications for the origin and evolution of planets. Physical effects governing feasible forms of space exploration and colonization. "
CSUS_ASTR 132,Astronomy,"Stars, Galaxies and Cosmology.",3 Units, This course is approved as a Writing Intensive course.  ,Types and evolution of stars; structure and evolution of galaxies; overall structure of the universe; current developments in astronomy. 
CSUS_ASTR 150,Astronomy,Dark Matter and Dark Energy,3 Units,Spring only ¡V odd years,"Introduction to historical, observational and theoretical principles of dark matter and dark energy in the Universe. Topics will include dark matter in galaxies (rotation curves, stellar motions), dark matter in clusters (virial theorem, x-ray observations), MACHOs and WIMPs as dark matter candidates, as well as the discovery of dark energy through supernovae observations, and additional probes of  dark energy. Dark matter and dark energy will be discussed in the cosmological context of the Big Bang theory. "
CSUS_ASTR 199,Astronomy,Special Problems,1 - 2 Units, Open only to students competent to assume individual work on approval of the instructor.  Up to 2 units may be taken for a grade. ,Individual projects or directed reading. 
CSUS_ATIC 61,Athletics,Men's Cross Country,2 Units,"Fall, Spring",Practice begins mid-August and the season ends in mid-November. 
CSUS_ATIC 62,Athletics,Men's Tennis,2 Units,"Fall, Spring",Practice begins the first day of the fall semester and the spring schedule ends the last of May. 
CSUS_ATIC 63,Athletics,Men's Track and Field,2 Units,"Fall, Spring",Indoor Track and Field practice begins in the fall. The competitive season is in the winter. Outdoor Track and Field practice begins the first day of spring semester and the season ends the last week of May. 
CSUS_ATIC 64,Athletics,Men's Baseball,2 Units,"Fall, Spring",Practice begins in the fall with the competitive season starting February 1. The 56-game schedule is followed by the NCAA Championships for qualified teams in May. 
CSUS_ATIC 65,Athletics,Men's Basketball,2 Units,"Fall, Spring",Practice begins mid-October. The season ends in late February and leads to NCAA Championships for qualified teams. 
CSUS_ATIC 66,Athletics,Men's Football,2 Units,"Fall, Spring",Daily afternoon practice begins in late August. The 10-11 game schedule is followed by NCAA Championships for qualified teams in late November. There is also spring practice which follows NCAA regulations as to starting date. 
CSUS_ATIC 67,Athletics,Men's Golf,2 Units,"Fall, Spring",Practice begins fall semester Monday through Friday starting at noon. 
CSUS_ATIC 68,Athletics,Men's Soccer,2 Units,"Fall, Spring",Morning and afternoon practices begin in mid-August in accordance with NCAA regulations. Competitive season begins the first week of September and ends in mid-November. Daily practices during fall semester are from 3:00-6:00 p.m.  Daily practices during the spring semester are also from 3:00-6:00 p.m. beginning the third week in February and ending the last week in April.  You must see the head coach for permission to tryout. 
CSUS_ATIC 80,Athletics,Women's Basketball,2 Units,"Fall, Spring",Practice begins mid-October. The competitive season begins in November and continues to the end of February leading to the NCAA Championships for qualified teams. 
CSUS_ATIC 81,Athletics,Women's Golf,2 Units,"Fall, Spring",Practice begins the second week of September. Competition consists of one or two matches in the fall and the remaining part of the schedule is during the spring semester. Interested student-athletes who would like to walk on and try out for the team should contact the coach. 
CSUS_ATIC 82,Athletics,Women's Soccer,2 Units,"Fall, Spring",Morning and afternoon practices begin in mid-August in accordance with NCAA regulations. Competitive season begins the first week of September and ends in mid-November. Daily practices during fall semester are from 2:00-4:00 p.m. 
CSUS_ATIC 83,Athletics,Women's Gymnastics,2 Units,"Fall, Spring",Practice begins in September. The competitive season starts in January and ends in late April with the NCAA Championships for qualified teams. Daily practices are 12:30-4:00 p.m. Student-athletes must contact the coach prior to tryouts. 
CSUS_ATIC 84,Athletics,Women's Softball,2 Units,"Fall, Spring",Practice begins in the fall with the competitive season starting mid-February. The 56-game schedule is followed by NCAA Championships in late May for qualified teams. Daily practices are 1:30-5:30 p.m. 
CSUS_ATIC 85,Athletics,Women's Rowing,2 Units,"Fall, Spring","Rowing accommodates both scholarship and walk-on athletes with no experience necessary. Tall cross-over student-athletes are encouraged to turn out. Daily practice starts in September, 6:00-8:30 a.m. There is a fall semester long distance race season and a traditional ""sprint"" season in the spring semester, concluding with the National Championships in May.  All student-athletes race.  No limit on squad size.  Freshman/Novice, Junior Varsity and Varsity squads, lightweight (130 lbs.) or open.  Also, coxswains required.  Should be under 115 lbs. "
CSUS_ATIC 86,Athletics,Women's Tennis,2 Units,"Fall, Spring",Practice begins the first day of the fall semester and the spring schedule ends the last of May. 
CSUS_ATIC 87,Athletics,Women's Volleyball,2 Units,"Fall, Spring","Preseason begins in mid-August. Competition begins September 1 and ends in mid-December with NCAA Championships for qualified teams. Daily practices are 2:00-5:00 p.m. Interested student-athletes must contact the coach prior to the preseason, be cleared by the Clearinghouse, and meet all eligibility requirements in order to participate in tryouts. "
CSUS_ATIC 88,Athletics,Women's Cross Country,2 Units,"Fall, Spring",Practice begins mid-August and the season ends in mid-November. 
CSUS_ATIC 89,Athletics,Women's Track and Field,2 Units,"Fall, Spring",Indoor Track and Field practice begins in the fall. The competitive season is in the Winter. Outdoor Track and Field practice begins the first day of spring semester and the season ends the last week of May. 
CSUS_ATIC 167,Athletics,Coaching of Football,3 Units,"Fall, Spring","Examines all phases of the game, including offense, defense and special teams. Other topics covered are public/media relations, budget management, academic rules, marketing strategies, officiating, equipment and many other aspects. Lecture two hours, activity two hours."
CSUS_ATIC 175,Athletics,Sports Information Fieldwork,1 - 3 Units, May be repeated once for credit.  ,Directed observations and work experience with intercollegiate athletics sports information support services. Field work is offered to give students orientation in the profession of sports information services. Supervision is provided by the instructional staff of the university.  Each student is required to maintain a record of activities and assignments and to prepare periodic reports. 
CSUS_ATIC 195,Athletics,Field Experience in Intercollegiate Athletics,1 - 3 Units, Registration requires prior approval of Director of Athletics. ,Directed experience in athletics. Student interns keep records of daily experiences and prepare periodic progress reports. Succeeding enrollments should be in different sports. 
CSUS_ATIC 199,Athletics,Directed Individual Study,1 - 3 Units, Registration requires approval of the faculty under whom the individual work is to be conducted and the Director of Athletics. ,"Individual research, project or directed reading. "
CSUS_BIO 1,Biological Sciences,"Biodiversity, Evolution and Ecology",5 Units, Field trips may be required. ,Introduction to properties of life and cells leading to genetic and biological diversity. Survey of biological diversity emphasizing variation leading to natural selection; introduction to ecological concepts within an evolutionary framework; a survey of ecosystems and global climate change. Development of scientific skills will be emphasized. Designed for science majors. Lecture three hours; laboratory three hours; activity two hours; fee course. 
