id,subject,name,units,term,description
CalPoly_BIO 270,Biology,Selected Topics,1-4 units,['tbd'],Directed group study of selected topics. The Schedule of Classes will list title selected. Total credit
CalPoly_BIO 301,Biology,Service Learning in the Health Professions,3 units,['Winter'],"Framework for understanding the implications of service in different health - related settings through discussion and participation in a local service project. Social determinants of health, cultural competency and unconscious bias, identity / intersectionality, and health needs of different populations."
CalPoly_BIO 302,Biology,Human Genetics,4 units,['ge area b5'],"Basic principles of human inheritance, including the transmission of genetic traits, chromosomal abnormalities and their effects, gene structure and function, mutations and mutagenic agents, cancer genetics, population genetics, and principles of genetic counseling. Not open for major credit in Biological Sciences, Microbiology, or Marine Sciences. Not open to students with credit in BIO303 or BIO351. 4 lectures. Fulfills GE B5."
CalPoly_BIO 303,Biology,Survey of Genetics,4 units,"['Fall', 'Winter', 'Spring']","Principles of heredity and variation. Transmission genetics ; molecular mechanisms of inheritance and gene expression. Not open for major credit in Biological Sciences, Microbiology, or Marine Sciences. Not open to students with credit in BIO351. Credit will be granted in only one of the following courses : BIO302 or BIO303."
CalPoly_BIO 305,Biology,Biology of Cancer,4 units,['ge area b5'],"Introduction to the causes, characteristics and treatment of human cancer. Topics include effects of carcinogens and radiation ; the genetics of cancer ; molecular, cellular and physiological changes in common cancers ; conventional chemotherapy and new treatments. Not open for major credit in Biological Sciences, Microbiology, Marine Sciences, or Biochemistry. 4 lectures. Fulfills GE B5."
CalPoly_BIO 308,Biology,Genetic Engineering Technology,4 units,['ge area Fall'],"Introduction to the methodology and techniques used in genetic engineering. Applications in agriculture, nutrition, medicine and environmental problems. Potential benefits and problems, including the underlying ethical questions. Not open to students with credit in CHEM373, or to Biological Sciences, Marine Sciences, or Microbiology majors. 4 lectures."
CalPoly_BIO 321,Biology,Mammalogy,4 units,"['Fall', 'Winter']","Ecology, behavior, physiology, functional morphology, and evolution of mammals. Classification and identification of mammals, with emphasis on California species."
CalPoly_BIO 322,Biology,Ichthyology,4 units,['tbd'],"Phylogeny, anatomy, functional morphology, physiology, and ecology of marine and freshwater fishes. Special reference to local and economically important species. Laboratory emphasis on taxonomy of California species, especially marine groups."
CalPoly_BIO 323,Biology,Ornithology,4 units,['Spring'],"Classification and identification of birds, with emphasis on California species. Functional morphology, physiology, ecology, behavior and census methods. Field trips may require meeting in the morning before scheduled lab time."
CalPoly_BIO 324,Biology,Herpetology,4 units,"['Spring', 'Summer']","Living and extinct reptiles and amphibians ; an adaptive approach to their diversity, biology, and classification."
CalPoly_BIO 327,Biology,Wildlife Ecology,4 units,['Spring'],"Principles of ecology as applied to the study of wild vertebrates and their habitats. Emphasis on techniques for collecting and analyzing field data and how these data apply to the study and management of wildlife. Use of the literature, inventory of plants and animal populations, use of maps and databases, quantifying diet and habitat use, determining sex and age and nutritional condition, capture and marking techniques, non - invasive sampling methods."
CalPoly_BIO 329,Biology,Vertebrate Field Zoology,4 units,['Summer'],"Identification and natural history of terrestrial vertebrates, with emphasis on field studies and local species. Field trips may require meeting in the morning before scheduled lab time."
CalPoly_BIO 330,Biology,Extended Field Biology Activity,1-3 units,['tbd'],"Minimum of two days of field instruction in places with significant biological diversity, and an individual or group project. Focus on field notebooks, field identification, survey methods, experimental design, and significant habitat types for various groups of organisms. The Schedule of Classes will list the title of the associated field biology course. Total credit limited to 6 units, each associated with a different field biology course, with no more than 4 units applied as advisor approved electives. Field trip required."
CalPoly_BIO 335,Biology,General Entomology,4 units,['tbd'],"Introduction to the study of insects. Structure, major orders and families of insects, life histories, medical, and economic importance. Insect collection required."
CalPoly_BIO 336,Biology,Invertebrate Zoology,4 units,['Winter'],"Invertebrate groups of animals with emphasis on taxonomy, morphology, distribution, and economic importance."
CalPoly_BIO 351,Biology,Principles of Genetics,5 units,"['Fall', 'Winter', 'Spring']","Principles of genetics and genetic analysis, including underlying molecular mechanisms. Subjects include gene structure and function, inheritance patterns, regulation of gene expression, mutation, recombination, recombinant DNA technology, and an introduction to population genetics."
CalPoly_BIO 361,Biology,Principles of Animal Physiology,4 units,"['Fall', 'Winter', 'Spring']","Fundamental principles of animal physiology, including cellular mechanisms and integration to whole animals. Membrane transport, fluid / salt balance, excitable cells, metabolic rate, temperature, gas exchange and circulation."
CalPoly_BIO 400,Biology,Special Problems for Advanced Undergraduates,1-2 units,"['Fall', 'Winter', 'Spring', 'Summer']","Individual investigation, research, studies, or surveys of selected problems. Total major credit limited to 6 units, with a maximum of 2 units per quarter. Total credit"
CalPoly_BIO 401,Biology,Principles of Conservation Biology,4 units,"['Fall', 'Winter', 'Spring']","Foundational concepts in the conservation of wild organisms and their habitats. Quantification and valuation of biological diversity, current threats to diversity, and approaches to better understand and address these threats, across terrestrial, freshwater, and marine environments."
CalPoly_BIO 405,Biology,Developmental Biology,4 units,['tbd'],"Events and mechanisms of embryonic development, including fertilization, morphogenesis, cell differentiation, and organogenesis, with emphasis on differential gene expression in model organisms."
CalPoly_BIO 406,Biology,Advanced Anatomy and Physiology: Neuroscience,4 units,"['Fall', 'Winter']","Anatomy and physiology of nervous systems including electrophysiology, molecular and cellular mechanisms of neurotransmission, interactions between the nervous system and other body systems, and comparative anatomy of vertebrate nervous systems, especially humans."
CalPoly_BIO 407,Biology,Advanced Anatomy and Physiology: Endocrinology,4 units,"['Fall', 'Spring']","Anatomy and physiology of the endocrine system and hormones, with an emphasis on humans and other vertebrates."
CalPoly_BIO 408,Biology,Advanced Anatomy and Physiology: Cardiorespiratory and Renal,4 units,"['Fall', 'Winter']","Anatomy and physiology of the cardiovascular, respiratory, and renal systems, with an emphasis on humans and other vertebrates. Discussion of health and disease states and responses to exercise and environmental factors."
CalPoly_BIO 409,Biology,Advanced Anatomy and Physiology: Muscle and Locomotion,4 units,"['Winter', 'Spring']","Anatomy and physiology of musculoskeletal systems, including energetics and biomechanics of locomotion. Discussion of invertebrates and vertebrates with emphasis on humans."
CalPoly_BIO 410,Biology,Functional Histology,4 units,['Spring'],"Functional microscopic anatomy of principal tissues and organs of vertebrates, including humans. Structural studies to determine mechanisms underlying physiological processes and their clinical applications in medicine."
CalPoly_BIO 414,Biology,Evolution,4 units,"['Fall', 'Winter', 'Spring', 'Summer']","Scientific evaluation of the theories, mechanism, and patterns of biological evolution."
CalPoly_BIO 415,Biology,Biogeography,4 units,['Fall'],Plant and animal distribution patterns in relation to past and present physical and biotic factors ; survey of major biomes with major emphasis on North and South America.
CalPoly_BIO 419,Biology,Analytical Methods in Ecology,4 units,['tbd'],"Introduction to quantitative methods used in ecology with an emphasis on the design and analysis of field studies. Population estimates, sampling design and analysis, and the determination of community structure."
CalPoly_BIO 421,Biology,Wetlands,4 units,['tbd'],"The formation, characteristics, and functions of wetlands. Genesis of hydric soils. Plant adaptations to saturated soils. Wetlands as wildlife habitat. Policies and social issues associated with wetlands. The procedures of wetland delineations."
CalPoly_BIO 424,Biology,Organizing and Teaching Science,4 units,['tbd'],"Techniques, aims and objectives in the teaching of physical and life sciences at the secondary level. Selection and organization of teaching material, including strategies for English language learners ( ELL ) and special needs students. Evaluation of results."
CalPoly_BIO 425,Biology,Clinical Experience in Teaching Science Seminar,2 units,['cr/nc'],"Principles and practices in effective teaching of science at the middle and high school level, learning theories, curriculum content and structure, classroom issues, and the teaching profession. Credit / No Credit grading only. Total credit"
CalPoly_BIO 426,Biology,Immunology,4 units,"['Winter', 'Spring']","Principles of molecular and cellular immunology. Emphasis on molecular regulation of immune cell development, including generation of unique receptors, lymphocyte signal transduction and selection, programmed cell death and regulation of immune responses. Discussion and demonstration of roles of immunology in disease and as diagnostic tools."
CalPoly_BIO 427,Biology,Wildlife Management,4 units,['Winter'],"Important habitats, such as riparian, wetlands, and habitat features important to wildlife, such as vegetation types and snags. Basic concepts of wildlife management. Emphasis on planning and designing habitats to meet the needs of wildlife."
CalPoly_BIO 428,Biology,Hematology,4 units,"['Spring', 'Summer']","Development and function of blood as a tissue. Composition, function, and mechanisms of formation and destruction of blood components in health and disease. Methods for examination of blood."
CalPoly_BIO 429,Biology,Parasitology,4 units,['tbd'],External and internal parasites of man and animals. Life history. Parasite - host relationships. Control and recognition of species of clinical importance.
CalPoly_BIO 434,Biology,Environmental Physiology,4 units,['Winter'],"Comparative physiological mechanisms involved in the regulation of oxygen uptake, water and ion balance, and temperature regulation in animals. Emphasis is placed on physiological adaptations which maintain or restore homeostasis in animals which are subjected to environmental changes."
CalPoly_BIO 435,Biology,Plant Physiology,4 units,['Winter'],"Consideration of the principal physiological and biochemical processes of plants with emphasis on water relations, mineral nutrition, photosynthesis, and the physiology of plant development."
CalPoly_BIO 441,Biology,Bioinformatics Applications,4 units,"['Fall', 'Spring']","Introduction to new problems in molecular biology and current computer applications for genetic database analyses. Use of software for : nucleic acid, genome and protein sequence analysis ; genetic databases, database tools ; industrial applications in bioinformatics ; ethical and societal concerns."
CalPoly_BIO 442,Biology,Behavioral Ecology,4 units,['Winter'],"Behavioral adaptations of animals to their environment and way of life. Analysis of behavior patterns, use of patterns in clarifying evolutionary and ecological relationships."
CalPoly_BIO 444,Biology,Population Ecology,4 units,['Spring'],"Growth, fluctuations, balance, and natural mechanisms controlling wild populations, and methods for assessing their interconnectedness. Field trip may be required."
CalPoly_BIO 445,Biology,Community Ecology,4 units,['tbd'],"Principles of ecology at the community level including the mechanism that structure ecological communities, and the quantitative methods used to study community ecology such as diversity metrics, community composition analyses, interaction strengths and the application of statistics to field and experimental studies."
CalPoly_BIO 446,Biology,Ecosystem Ecology,4 units,['Spring'],"Advanced ecosystem ecology and biology, and the interactions of biological communities with the abiotic environment. Emphasis on climate change, ecosystem services, and major fluxes and pools of organic elements."
CalPoly_BIO 450,Biology,Undergraduate Laboratory Assistantship,1-4 units,['cr/nc'],"Assisting the instructor in teaching and supervising undergraduate laboratories in the Biological Sciences Department. Total credit limited to 8 units, with a maximum of 4 units per quarter. Credit / No Credit grading only."
CalPoly_BIO 452,Biology,Cell Biology,4 units,"['Fall', 'Winter', 'Spring']","Introduction to cell structure and function, energy conversions, protein sorting, signaling, cytoskeleton, cell adhesion, and the cell cycle."
CalPoly_BIO 461,Biology,Senior Project - Research Proposal,2 units,"['Fall', 'Winter', 'Spring', 'Summer']","Completion of a research proposal and literature review, including analysis of experimental results from published peer - reviewed articles in biology. Written and oral presentations."
CalPoly_BIO 462,Biology,Senior Project - Research,2 units,"['Fall', 'Winter', 'Spring', 'Summer']","Completion of a research project or equivalent in the biological sciences, selected and conducted in consultation with an instructor. Results are presented in written reports."
CalPoly_BIO 463,Biology,Honors Research,2 units,"['Fall', 'Winter', 'Spring', 'Summer']","Completion of advanced research in the biological sciences, selected and conducted in consultation with an instructor. Results presented as a written report and/or oral presentation in a public forum."
CalPoly_BIO 470,Biology,Selected Advanced Topics,1-4 units,['tbd'],Directed group study of selected topics for advanced students. Open to undergraduate and graduate students. Class Schedule will list topic selected. Total credit
CalPoly_BIO 471,Biology,Selected Advanced Laboratory,1-4 units,['tbd'],Directed group laboratory study of selected topics for advanced students. Open to undergraduate and graduate students. Class Schedule will list topics selected. Total credit
CalPoly_BIO 472,Biology,Current Topics in Biological Research,1-4 units,['tbd'],"Applications of biological research topics. Discussions of how selected discoveries in biological research formed the basis for, and were developed into, practical applications, currently accepted theories, generally utilized techniques or decisions affecting society and political policies The Schedule of Classes will list topic selected. Total credit"
CalPoly_BIO 475,Biology,Molecular Biology Laboratory,3 units,"['Fall', 'Winter', 'Spring']","Introduction to techniques used in molecular biology and biotechnology ; DNA extraction, characterization, cloning, Southern blotting, reverse transcription, polymerase chain reaction, and sequencing analysis. 1 lecture, 2 laboratories. Crosslisted as BIO / CHEM475."
CalPoly_BIO 476,Biology,Gene Expression Laboratory,3 units,['Spring'],"Heterologous gene expression of a recombinant protein in a microbial system : gene cloning, construction of expression plasmid, DNA sequence analysis, transformation of microbial host, selection and analysis of transformed host cells, expression and purification of recombinant protein. 1 lecture, 2 laboratories. Crosslisted as BIO / CHEM476."
CalPoly_BIO 485,Biology,Cooperative Education Experience,6 units,['cr/nc'],"Part - time work experience in business, industry, government, and other areas of student career interest. Positions are paid and usually require relocation and registration in course for two consecutive quarters. Formal report and evaluation by work supervisor required. Major credit limited to 4 units ; total credit limited to 12 units. Credit / No Credit grading only."
CalPoly_BIO 495,Biology,Cooperative Education Experience,12 units,['cr/nc'],"Full - time work experience in business, industry, government, and other areas of student career interest. Positions are paid and usually require relocation and registration in course for two consecutive quarters. Formal report and evaluation by work supervisor required. Major credit limited to 4 units ; total credit limited to 12 units. Credit / No Credit grading only."
CalPoly_BIO 500,Biology,Individual Study,1-4 units,"['Fall', 'Winter', 'Spring', 'Summer']",Advanced study planned and completed with the approval of and under the direction of a member of the department faculty. A written scholarly presentation of the results of each BIO500 project must be included in the graduate student 's departmental file. Total degree credit limited to 3 units. Total credit
CalPoly_BIO 501,Biology,Molecular & Cellular Biology,4 units,['Fall'],"Principles of molecular and cellular biology including gene function and regulation, energetics, protein trafficking, cytoskeleton, signaling, adhesion, and the cell cycle."
CalPoly_BIO 502,Biology,Biology of Organisms,4 units,['Winter'],"Principles of and current topics in organismal biology, with an emphasis on physiology ( including organ systems ), behavior, and responses to the environment."
CalPoly_BIO 503,Biology,Population Biology,4 units,['Fall'],"Considerations of theory and practice in population ecology, evolutionary biology, and biosystematics."
CalPoly_BIO 509,Biology,Communicating Biology to General Audiences,1 unit,['Spring'],"Key issues for scientists communicating with the general public. Introduction to principles, examination of case studies, and practical application in outreach projects. Intended for graduate students in biology and related disciplines."
CalPoly_BIO 524,Biology,Developmental Biology Seminar,2 units,['tbd'],"Principles and selected topics in developmental biology. Issues of differentiation, morphogenesis, and pattern formation ; specific topics chosen by participants."
CalPoly_BIO 534,Biology,Principles of Stem Cell Biology,2 units,['Fall'],"Principles of stem cell biology including characteristics, types, roles in development, therapeutic uses, historical perspectives and ethical issues."
CalPoly_BIO 537,Biology,Advanced Behavioral Ecology,1 unit,['tbd'],"Function and evolution of behavioral traits as they relate to ecological phenomena. Habitat selection, migration, spacing mechanisms, reproductive strategies, feeding strategies, agonistic, parasitic, altruistic behavior, communication, and comparative social systems."
CalPoly_BIO 561,Biology,Proposal Writing for Biological Research,3 units,['Winter'],Written and oral presentations of a proposal for research in biology including a literature review.
CalPoly_BIO 570,Biology,Selected Topics in Biology,1-4 units,['tbd'],Directed group study of selected topics for graduate students. Class Schedule will list topics for selection. Total credit
CalPoly_BIO 571,Biology,Selected Advanced Laboratory,1-4 units,['tbd'],Directed group laboratory study of selected topics for advanced students. Open to undergraduate and graduate students. The Schedule of Classes will list title selected. Total credit
CalPoly_BIO 574,Biology,Teaching Strategies for College Biology Laboratories,1 unit,['cr/nc'],"Concepts of teaching and learning related to instructor performance in college biology laboratory classes. Introduction to teaching strategies, managing a classroom, writing exam questions, and science education research for the laboratory class setting. Credit / No Credit grading only."
CalPoly_BIO 575,Biology,College Biology Teaching Practicum,1-2 units,['cr/nc'],Part - time teaching assignment in an undergraduate college classroom. Includes teaching and related activities under the supervision of a professor in Biological Science. Total credit limited to 2 units. Credit / No Credit grading only.
CalPoly_BIO 585,Biology,Cooperative Education Experience,6 units,['cr/nc'],"Advanced study, analysis and part - time work experience in student 's career field ; current innovations, practices, and problems in administration, supervision, and organization of business, industry, and government. Must have demonstrated ability to do independent work and research in career field. Total credit limited to 6 units. Credit / No Credit grading only."
CalPoly_BIO 590,Biology,Seminar in Biology,1 unit,"['Fall', 'Winter', 'Spring']",Problems and topics in advanced biology selected according to the interest and needs of the students enrolled. Total credit
CalPoly_BIO 591,Biology,Trends in Biology,1 unit,"['Fall', 'Winter', 'Spring']",Recent trends in the field of biology for graduate students in the Biological Sciences master 's degree program. Overview of current research with presentations from visiting scholars and Cal Poly faculty. Total credit
CalPoly_BIO 593,Biology,Regenerative Medicine Internship,3-5 units,"['Fall', 'Winter', 'Spring']",Supervised graduate research and/or development in stem cell science or regenerative medicine and engineering. Provides students with an off - campus industrial or university internship. Total credit
CalPoly_BIO 594,Biology,Applications in Regenerative Medicine,2 units,['Spring'],"Transfer of skills and knowledge gained through coursework, in an applied setting at Cal Poly. Demonstration of technical, problem solving, and presentation skills, and familiarity with current research. Part of the culminating experience for the Specialization in Regenerative Medicine in the MS in Biological Sciences, or the MS in Biomedical Engineering, or the Animal Science Specialization in the MS in Agriculture. 1 seminar and supervised work."
CalPoly_BIO 595,Biology,Cooperative Education Experience,12 units,['cr/nc'],"Advanced study, analysis and full - time work experience in student 's career field ; current innovations, practices, and problems in administration, supervision, and organization of business, industry, and government. Must have demonstrated ability to do independent work and research in career field. Total credit limited to 12 units. Credit / No Credit grading only."
CalPoly_BIO 599,Biology,Thesis,1-3 units,"['Fall', 'Winter', 'Spring', 'Summer']","Individual research under the general supervision of the faculty, leading to a graduate thesis of suitable quality. Total credit"
CalPoly_BMED 101,Biomedical Engineering,Introduction to the Biomedical Engineering Major,1 unit,['Fall'],"Introduction to major topics in Biomedical Engineering. Time management, study skills and class scheduling necessary for academic success. Overview of university services. Professional pathways and ethics. Review of career opportunities. 1 seminar."
CalPoly_BMED 102,Biomedical Engineering,Introduction to Biomedical Engineering Analysis,1 unit,['Winter'],"General introduction to bioengineering analysis applied to representative topics in biomechanics, biofluidics, bioinstrumentation, biomaterials, biotechnology, and related areas. Review of technological needs, testing procedures, governmental regulation, quality of life, and ethical issues. 1 seminar."
CalPoly_BMED 212,Biomedical Engineering,Introduction to Biomedical Engineering Design,3 units,"['Fall', 'Winter', 'Spring']","General introduction to bioengineering design, including examples of engineering analysis and design applied to representative topics in biomechanics, bioinstrumentation, biomaterials, biotechnology, and related areas. A review of technological needs, design methodology, testing procedures, statistical analysis, governmental regulations, evaluation of costs and benefits, quality of life, and ethical issues."
CalPoly_BMED 213,Biomedical Engineering,Bioengineering Fundamentals,2 units,['ge area b2'],Treatment of the engineering applications of biology. Genetic engineering and the industrial application of microbiology. Systems physiology with engineering applications. Structure and function relationships in biological systems. The impact of life on its environment. Course may be offered in classroom - based or online format. 2 lectures. Crosslisted as BMED / BRAE213. Fulfills GE B2.
CalPoly_BMED 270,Biomedical Engineering,Selected Topics,1-4 units,['tbd'],Directed group study of selected topics. The Schedule of Classes will list title selected. Total credit
CalPoly_BMED 310,Biomedical Engineering,Biomedical Engineering Measurement and Analysis,4 units,"['Fall', 'Winter']",Fundamentals of biomedical engineering analysis. Use and application of tools and analytical methods used by bioengineers.
CalPoly_BMED 330,Biomedical Engineering,Intermediate Biomedical Design,4 units,['Spring'],"Design of biomedical devices and systems using various machine elements and components including gears, welded connections, prime movers. Decision modeling based on technical and economic feasibility."
CalPoly_BMED 355,Biomedical Engineering,Electrical Engineering Concepts for Biomedical Engineering,4 units,['Winter'],"Introduction to electrical engineering concepts for biomedical engineers. Continuation of basic circuit analysis. Steady state AC circuit analysis and phasor concepts. Application of the Laplace Transform to transient circuit analysis. Introduction to digital logic gates, combinational and sequential logic circuits."
CalPoly_BMED 400,Biomedical Engineering,Special Problems for Advanced Undergraduates,2-4 units,"['Fall', 'Winter', 'Spring', 'Summer']","Individual investigation, research, studies, or surveys of selected problems. Total degree credit limited to 4 units. Total credit"
CalPoly_BMED 401,Biomedical Engineering,Biomedical Entrepreneurship,4 units,['Spring'],"Identification and evaluation of commercial opportunities in the healthcare industry. Methods necessary for rapid iteration and market validation of early - stage prototypes, with emphasis on issues critical to biomedical products, including intellectual property, FDA submission, funding sources, and business models."
CalPoly_BMED 404,Biomedical Engineering,Applied Finite Element Analysis,4 units,"['Fall', 'Winter']",Finite element based solutions to engineering problems with an emphasis on elastostatic problems in structural mechanics. The power and pitfalls associated with the finite element method highlighted through practical modeling assignments. Introduces the use of commercial finite element codes.
CalPoly_BMED 409,Biomedical Engineering,Interdisciplinary Study in Biomechanics,4 units,['Fall'],"Examination of human motion biomechanics. Experimental and analytical methods in motion analysis based on rigid body dynamics. Protocols for protection of human subjects in research. Hypothesis - driven research in interdisciplinary teams, including written proposal development and written / oral communication of results to a scientific audience."
CalPoly_BMED 410,Biomedical Engineering,Biomechanics,4 units,"['Winter', 'Spring']","Introduction to physiological systems, with emphasis on structure and function of major tissues and organs. Application of mechanics to understand the behavior of these tissues and organs at gross and microscopic levels. Bioelastic solids. Rigid body biomechanics. Biofluids, basic mechanical properties of collagen and elastin, bone, cartilage, muscles, blood vessels, and other living tissues. Application of continuum mechanics to hard and soft tissues. Biomechanical engineering design for clinical applications."
CalPoly_BMED 420,Biomedical Engineering,Principles of Biomaterials Design,4 units,"['Winter', 'Spring']","Fundamentals of materials science as applied to bioengineering design. Biocompatibility of materials. Materials characterization and design. Natural and synthetic polymeric materials. Wound repair, foreign body response, blood clotting. Transplantation biology, artificial organs, and tissue engineering. Medical devices, government regulations, and ethical issues."
CalPoly_BMED 422,Biomedical Engineering,Medical Device Evaluation and the FDA Approval Process,4 units,['tbd'],"Overview of the path to market for new medical devices, including nonclinical and clinical evaluation and the regulatory process. Course covers bench, in vitro, and in vivo models, GLP studies, clinical trials, Quality Systems, and FDA clearance and approval processes."
CalPoly_BMED 425,Biomedical Engineering,Biomedical Engineering Transport,4 units,"['Fall', 'Spring']","Mass transfer in solids, liquids, and gases with application to biological systems. Free and facilitated diffusion. Convective mass transfer. Diffusion - reaction phenomena. Active transport. Biological mass transfer coefficients. Nonequilibrium thermodynamic analysis of transport phenomena. The osmotic effect. Diffusion and exchange in biological systems."
CalPoly_BMED 430,Biomedical Engineering,Biomedical Modeling and Simulation,2 units,"['Fall', 'Winter']","Computational methods for anatomical modeling and boundary value problems in the biomechanics of tissues and biomedical devices. Nonlinear biodynamics, heat flow, cardiac impulse propagation, anatomic modeling, and biomechanics."
CalPoly_BMED 432,Biomedical Engineering,Micro/Nano System Design,4 units,['Fall'],"Fundamentals of designing micro / nano scale systems employing sensors, actuators and intelligent controls. Explore mechanics, electronics, heat transfer, photonics, fluid mechanics and biometrics at the micrometer and nanometer scale. Discover how scaling impacts design criteria. Investigate the integration of science and engineering and evaluate applications in living systems. Not open to students with credit in MATE550."
CalPoly_BMED 434,Biomedical Engineering,Micro/Nano Fabrication,3 units,['Winter'],"Fabrication science and technology for creating micro and nano scale devices. Explore basic processes such as oxidation, diffusion, ion implantation, etching, chemical and physical vapor deposition, photolithography. Develop an understanding of the science of each process and how to select the right steps for fabricating electronic, photon and micro - electro - mechanical systems devices. 3 lectures. Crosslisted as BMED434/EE423/MATE430."
CalPoly_BMED 435,Biomedical Engineering,Microfabrication Laboratory,1 unit,['Winter'],"Application of basic processes involved in microfabrication : cleanroom protocol, oxidation, diffusion, photolithography etching and sputtering. Explore process development through fabrication of electronic, photonic or microfluidic devices. Each student will be part of a team that will fabricate and test a device."
CalPoly_BMED 436,Biomedical Engineering,Characterization of Micro/Nano Scale Structures,4 units,['Spring'],"Fundamentals of material 's surface analysis techniques for exploring structure and composition of micro / nano scale features and films will be assessed. Students will develop data analytics for deciding which technique to apply for morphological, elemental or chemical composition analysis."
CalPoly_BMED 440,Biomedical Engineering,Bioelectronics and Instrumentation,4 units,"['Fall', 'Winter']","Analog and digital circuits in bioinstrumentation. Biomedical signals in continuous and discrete systems. Sampling and digital signal processing. Ultrasound, MRI, CT, Bioelectromagnetics. Electrokinetics. Biophysical phenomena, transducers, and electronics as related to the design of biomedical instrumentation. Potentiometric and amperometric signals and amplifiers. Biopotentials, membrane potentials, chemical sensors. Mechanical transducers for displacement, force and pressure. Temperature sensors. Flow sensors. Light - based instrumentation. Electrical safety."
CalPoly_BMED 445,Biomedical Engineering,Biopotential Instrumentation,4 units,['Spring'],"Focus on the principles associated with instrumentation used to detect surface biopotentials. Emphasis on circuit level design and laboratory implementation of systems used to detect ECG, EMG and EEG signals. Development of practical experience with analog electronic instrumentation used in the design and testing process. A system level design project related to surface biopotential detection and recording."
CalPoly_BMED 450,Biomedical Engineering,Contemporary Issues in Biomedical Engineering,4 units,['tbd'],"Current and evolving topics in biomedical engineering, including medical and industrial applications. Exploration of contemporary issues in biomedical engineering, including technical and societal implications. The Schedule of Classes will list topic selected. Total credit"
CalPoly_BMED 455,Biomedical Engineering,Biomedical Engineering Design I,4 units,"['Fall', 'Winter']","Engineering design methodology, design process, project planning, decision making, modeling, construction, and testing of an open - ended design project. Preparation of formal engineering reports. Statistical analysis. Governmental regulations. Bioethical issues."
CalPoly_BMED 456,Biomedical Engineering,Biomedical Engineering Design II: Senior Project,4 units,"['Winter', 'Spring']","Engineering design methodology, design process, project planning, decision making, modeling, construction, and testing of an open - ended design project. Preparation of formal engineering reports. Statistical analysis. Governmental regulations. Bioethical issues."
CalPoly_BMED 459,Biomedical Engineering,Senior Thesis,4 units,"['Fall', 'Winter', 'Spring', 'Summer']",Selection and completion of senior thesis under faculty supervision. Projects typical of problems which graduates must solve in their fields of employment. Thesis results presented in a formal report. Minimum commitment of 120 hours.
CalPoly_BMED 460,Biomedical Engineering,Engineering Physiology,4 units,"['Fall', 'Winter', 'Spring']","Physiology for biomedical engineering students, with an emphasis on control mechanisms and engineering principles. Engineering aspects of basic cell functions ; biological control systems ; muscle ; neural ; endocrine, and circulatory systems, digestive, respiratory, renal, and reproductive systems ; regulation of metabolism, and defense mechanisms."
CalPoly_BMED 470,Biomedical Engineering,Selected Advanced Topics,1-4 units,['tbd'],Directed group study of selected topics for advanced students. Open to undergraduate and graduate students. The Schedule of Classes will list title selected. Total credit
CalPoly_BMED 471,Biomedical Engineering,Selected Advanced Laboratory,1-4 units,['tbd'],Directed group laboratory study of selected topics for advanced students. Open to undergraduate and graduate students. The Schedule of Classes will list title selected. Total credit
CalPoly_BMED 481,Biomedical Engineering,Senior Project Design Laboratory I,1 unit,['tbd'],"Selection and development of project by individuals or team which is typical of problems graduates must solve in their fields of employment or applied research. Project may involve, but is not limited to, physical modeling and testing of integrated design projects, costs, planning, scheduling and research. Formulation of outline, literature review, and project schedule."
CalPoly_BMED 482,Biomedical Engineering,Senior Project Design Laboratory II,1 unit,['tbd'],"Continuation of BMED481. Continuation of project by individuals or team which is typical of problems graduates must solve in their fields of employment or applied research. Project may involve, but is not limited to, physical modeling and testing of integrated design projects, costs, planning, scheduling and research. Formulation of outline, literature review, and project schedule."
CalPoly_BMED 483,Biomedical Engineering,Senior Project Design Laboratory III,2 units,['tbd'],"Continuation of BMED482. Continuation of project by individuals or team which is typical of problems graduates must solve in their fields of employment or applied research. Project may involve, but is not limited to, physical modeling and testing of integrated design projects, costs, planning, scheduling and research. Formulation of outline, literature review, and project schedule."
CalPoly_BMED 495,Biomedical Engineering,Cooperative Education Experience,1-12 units,['cr/nc'],"Work experience in business, industry, government, and other areas of student career interest. Positions are paid and usually require relocation and registration in course for two consecutive quarters. A fully developed formal report and evaluation by work supervisor is required. Credit / No Credit grading only. No major credit allowed ; total credit"
CalPoly_BMED 500,Biomedical Engineering,Individual Study,2-4 units,"['Fall', 'Winter', 'Spring', 'Summer']","Individual investigation, research, studies or surveys of selected problems. Advanced study planned and completed under the direction of faculty. Open to graduate students who have demonstrated the ability to do independent work. Total credit"
CalPoly_BMED 510,Biomedical Engineering,Principles of Tissue Engineering,4 units,['Fall'],"Exploration of areas including cell source and isolation, scaffold selection and modification, tissue cultivation and bioreactor design, and patient implantation. Applications of tissue engineering for creating skin, cartilage, blood vessels, and other tissues."
CalPoly_BMED 512,Biomedical Engineering,Biomedical Engineering Horizons,4 units,['tbd'],"Examination of the advances in nanotechnology, micro - electro - mechanical systems, materials and clinical technology. Relationship between modern medical achievements and advances in engineering and science, the biomedical engineering industry, and the use of technology in a human context."
CalPoly_BMED 515,Biomedical Engineering,Introduction to Biomedical Imaging,4 units,['Winter'],"Fundamental principles and applications of biomedical imaging, modalities in medicine. Topics focus on optical imaging techniques, such as brightfield, fluorescence, confocal, multiphoton, DIC, OCT, SEM, and other advanced microscopy techniques."
